type,subtype,ammunition,name,device,location,filepath,numshots
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\SW22_Samsung\SA_142A_S06.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"12 Degrees, 75 Meters",\Forensics_Files\SW22_Samsung\SA_182C_S03.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\SW22_Samsung\SA_182B_S06.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\SW22_Samsung\SA_062A_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\SW22_Samsung\SA_122A_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"20 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_202B_S04.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_002A_S06.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"20 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_202B_S06.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_002A_S04.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\SW22_Samsung\SA_122A_S03.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\SW22_Samsung\SA_062A_S03.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\SW22_Samsung\SA_182B_S04.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"12 Degrees, 75 Meters",\Forensics_Files\SW22_Samsung\SA_182C_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\SW22_Samsung\SA_142A_S04.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\SW22_Samsung\SA_142A_S05.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\SW22_Samsung\SA_182B_S05.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\SW22_Samsung\SA_062A_S02.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\SW22_Samsung\SA_122A_S02.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_002A_S05.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"20 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_202B_S03.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_002A_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\SW22_Samsung\SA_122A_S06.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\SW22_Samsung\SA_062A_S06.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\SW22_Samsung\SA_182B_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\SW22_Samsung\SA_142A_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"20 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_202B_S02.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_002A_S02.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\SW22_Samsung\SA_122A_S05.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\SW22_Samsung\SA_062A_S05.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\SW22_Samsung\SA_182B_S02.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\SW22_Samsung\SA_142A_S02.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\SW22_Samsung\SA_142A_S03.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\SW22_Samsung\SA_182B_S03.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\SW22_Samsung\SA_062A_S04.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\SW22_Samsung\SA_122A_S04.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"20 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_202B_S01.wav,
Handgun,Revolver,0.22 LR,S&W 34-1,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\SW22_Samsung\SA_002A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_011A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_211B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_191B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_071A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\MP40_1_iPhone\IP_151A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\MP40_1_iPhone\IP_191C_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\MP40_1_iPhone\IP_151A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_071A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_191B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_011A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_211B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\MP40_1_iPhone\IP_191C_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\MP40_1_iPhone\IP_191C_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\MP40_1_iPhone\IP_151A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_071A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_191B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_011A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_211B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_011A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_191B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_071A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\MP40_1_iPhone\IP_151A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\MP40_1_iPhone\IP_191C_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\MP40_1_iPhone\IP_151A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_071A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_191B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_011A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_211B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_011A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_211B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_191B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_071A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\MP40_1_iPhone\IP_151A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\MP40_1_iPhone\IP_191C_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\MP40_1_iPhone\IP_191C_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_211B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_211A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_011B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_211A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_071B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_151B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_151B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_071B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_011B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_211A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_011B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_071B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_151B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_151B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_071B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_011B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_211A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_211A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_151B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_071B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_011B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_011B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_211A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_131B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_071B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_151B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_091B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_171A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_051A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_111A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_1_iPhone\IP_191D_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_1_iPhone\IP_191D_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_111A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_051A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_171A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_091B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_091B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_171A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_051A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_111A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_1_iPhone\IP_191D_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_091B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_171A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_051A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_1_iPhone\IP_191D_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_111A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_111A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_1_iPhone\IP_191D_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_051A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_171A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_091B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_1_iPhone\IP_191D_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_1_iPhone\IP_111A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_051A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_171A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_1_iPhone\IP_091B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_111B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_051B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_091A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_111B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_051B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_091A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_091A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_051B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_111B_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_091A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_051B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_111B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_111B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_051B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_091A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_091A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\MP40_1_iPhone\IP_051B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\MP40_1_iPhone\IP_111B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_2_iPhone\IP_192D_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_2_iPhone\IP_112A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_052A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_2_iPhone\IP_172A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_092B_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_092B_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_2_iPhone\IP_172A_S03.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_052A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_2_iPhone\IP_192D_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_2_iPhone\IP_112A_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_2_iPhone\IP_112A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_2_iPhone\IP_192D_S04.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_052A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_2_iPhone\IP_172A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_092B_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_092B_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_2_iPhone\IP_172A_S06.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_052A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_2_iPhone\IP_112A_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\MP40_2_iPhone\IP_192D_S01.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_092B_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\MP40_2_iPhone\IP_172A_S05.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\MP40_2_iPhone\IP_052A_S02.wav,
Handgun,Pistol,0.40 S&W,M&P 40,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\MP40_2_iPhone\IP_112A_S02.wav,
